service_id,start_date,end_date,active_days_per_week,exception_count,service_stability_level,last_refresh
1299,2025-04-04,2025-12-13,0,30,Unstable,"2026-04-06 10:59:30"
13,2025-04-04,2025-12-13,1,6,Limited,"2026-04-06 10:59:30"
130,2025-04-04,2025-12-13,6,58,Unstable,"2026-04-06 10:59:30"
1300,2025-04-04,2025-12-13,3,88,Unstable,"2026-04-06 10:59:30"
1301,2025-04-04,2025-12-13,1,37,Unstable,"2026-04-06 10:59:30"
1302,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1303,2025-04-04,2025-12-13,0,20,Unstable,"2026-04-06 10:59:30"
1304,2025-04-04,2025-12-13,3,84,Unstable,"2026-04-06 10:59:30"
1305,2025-04-04,2025-12-13,0,49,Unstable,"2026-04-06 10:59:30"
1306,2025-04-04,2025-12-13,0,7,Unstable,"2026-04-06 10:59:30"
1307,2025-04-04,2025-12-13,0,14,Unstable,"2026-04-06 10:59:30"
1308,2025-04-04,2025-12-13,0,8,Unstable,"2026-04-06 10:59:30"
1309,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
131,2025-04-04,2025-12-13,6,17,Limited,"2026-04-06 10:59:30"
1310,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1311,2025-04-04,2025-12-13,2,84,Unstable,"2026-04-06 10:59:30"
1312,2025-04-04,2025-12-13,7,126,Unstable,"2026-04-06 10:59:30"
1313,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1314,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
1315,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1316,2025-04-04,2025-12-13,2,2,Limited,"2026-04-06 10:59:30"
1317,2025-04-04,2025-12-13,0,3,Limited,"2026-04-06 10:59:30"
1318,2025-04-04,2025-12-13,0,13,Unstable,"2026-04-06 10:59:30"
1319,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
132,2025-04-04,2025-12-13,1,2,Limited,"2026-04-06 10:59:30"
1320,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
1321,2025-04-04,2025-12-13,7,98,Unstable,"2026-04-06 10:59:30"
1322,2025-04-04,2025-12-13,7,2,Stable,"2026-04-06 10:59:30"
1323,2025-04-04,2025-12-13,6,7,Stable,"2026-04-06 10:59:30"
1324,2025-04-04,2025-12-13,1,2,Limited,"2026-04-06 10:59:30"
1325,2025-04-04,2025-12-13,0,55,Unstable,"2026-04-06 10:59:30"
1326,2025-04-04,2025-12-13,7,2,Stable,"2026-04-06 10:59:30"
1327,2025-04-04,2025-12-13,2,30,Unstable,"2026-04-06 10:59:30"
1328,2025-04-04,2025-12-13,0,103,Unstable,"2026-04-06 10:59:30"
1329,2025-04-04,2025-12-13,5,73,Unstable,"2026-04-06 10:59:30"
133,2025-04-04,2025-12-13,2,9,Limited,"2026-04-06 10:59:30"
1330,2025-04-04,2025-12-13,0,97,Unstable,"2026-04-06 10:59:30"
1331,2025-04-04,2025-12-13,7,63,Unstable,"2026-04-06 10:59:30"
1332,2025-04-04,2025-12-13,0,101,Unstable,"2026-04-06 10:59:30"
1333,2025-04-04,2025-12-13,0,101,Unstable,"2026-04-06 10:59:30"
1334,2025-04-04,2025-12-13,5,63,Unstable,"2026-04-06 10:59:30"
1335,2025-04-04,2025-12-13,0,22,Unstable,"2026-04-06 10:59:30"
1336,2025-04-04,2025-12-13,0,23,Unstable,"2026-04-06 10:59:30"
1337,2025-04-04,2025-12-13,0,1,Limited,"2026-04-06 10:59:30"
1338,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1339,2025-04-04,2025-12-13,0,55,Unstable,"2026-04-06 10:59:30"
134,2025-04-04,2025-12-13,6,18,Limited,"2026-04-06 10:59:30"
1340,2025-04-04,2025-12-13,0,64,Unstable,"2026-04-06 10:59:30"
1341,2025-04-04,2025-12-13,0,93,Unstable,"2026-04-06 10:59:30"
1342,2025-04-04,2025-12-13,0,21,Unstable,"2026-04-06 10:59:30"
1343,2025-04-04,2025-12-13,0,77,Unstable,"2026-04-06 10:59:30"
1344,2025-04-04,2025-12-13,2,8,Limited,"2026-04-06 10:59:30"
1345,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1346,2025-04-04,2025-12-13,7,2,Stable,"2026-04-06 10:59:30"
1347,2025-04-04,2025-12-13,7,3,Stable,"2026-04-06 10:59:30"
1348,2025-04-04,2025-12-13,7,4,Stable,"2026-04-06 10:59:30"
1349,2025-04-04,2025-12-13,2,9,Limited,"2026-04-06 10:59:30"
135,2025-04-04,2025-12-13,7,15,Limited,"2026-04-06 10:59:30"
1350,2025-04-04,2025-12-13,7,2,Stable,"2026-04-06 10:59:30"
1351,2025-04-04,2025-12-13,7,2,Stable,"2026-04-06 10:59:30"
1352,2025-04-04,2025-12-13,0,115,Unstable,"2026-04-06 10:59:30"
1353,2025-04-04,2025-12-13,0,37,Unstable,"2026-04-06 10:59:30"
1354,2025-04-04,2025-12-13,0,78,Unstable,"2026-04-06 10:59:30"
1355,2025-04-04,2025-12-13,0,100,Unstable,"2026-04-06 10:59:30"
1356,2025-04-04,2025-12-13,0,17,Unstable,"2026-04-06 10:59:30"
1357,2025-04-04,2025-12-13,0,99,Unstable,"2026-04-06 10:59:30"
1358,2025-04-04,2025-12-13,0,18,Unstable,"2026-04-06 10:59:30"
1359,2025-04-04,2025-12-13,0,81,Unstable,"2026-04-06 10:59:30"
136,2025-04-04,2025-12-13,1,7,Limited,"2026-04-06 10:59:30"
1360,2025-04-04,2025-12-13,0,22,Unstable,"2026-04-06 10:59:30"
1361,2025-04-04,2025-12-13,0,34,Unstable,"2026-04-06 10:59:30"
1362,2025-04-04,2025-12-13,0,53,Unstable,"2026-04-06 10:59:30"
1363,2025-04-04,2025-12-13,0,53,Unstable,"2026-04-06 10:59:30"
1364,2025-04-04,2025-12-13,0,18,Unstable,"2026-04-06 10:59:30"
1365,2025-04-04,2025-12-13,7,1,Stable,"2026-04-06 10:59:30"
1366,2025-04-04,2025-12-13,5,8,Limited,"2026-04-06 10:59:30"
1367,2025-04-04,2025-12-13,4,89,Unstable,"2026-04-06 10:59:30"
1368,2025-04-04,2025-12-13,0,40,Unstable,"2026-04-06 10:59:30"
1369,2025-04-04,2025-12-13,1,37,Unstable,"2026-04-06 10:59:30"
137,2025-04-04,2025-12-13,5,16,Limited,"2026-04-06 10:59:30"
1370,2025-04-04,2025-12-13,5,8,Limited,"2026-04-06 10:59:30"
1371,2025-04-04,2025-12-13,3,124,Unstable,"2026-04-06 10:59:30"
1372,2025-04-04,2025-12-13,0,53,Unstable,"2026-04-06 10:59:30"
1373,2025-04-04,2025-12-13,0,52,Unstable,"2026-04-06 10:59:30"
1374,2025-04-04,2025-12-13,7,1,Stable,"2026-04-06 10:59:30"
1375,2025-04-04,2025-12-13,7,4,Stable,"2026-04-06 10:59:30"
1376,2025-04-04,2025-12-13,7,5,Stable,"2026-04-06 10:59:30"
1377,2025-04-04,2025-12-13,7,6,Stable,"2026-04-06 10:59:30"
1378,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1379,2025-04-04,2025-12-13,1,4,Limited,"2026-04-06 10:59:30"
138,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1380,2025-04-04,2025-12-13,4,7,Limited,"2026-04-06 10:59:30"
1381,2025-04-04,2025-12-13,3,5,Limited,"2026-04-06 10:59:30"
1382,2025-04-04,2025-12-13,1,41,Unstable,"2026-04-06 10:59:30"
1383,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1384,2025-04-04,2025-12-13,7,32,Unstable,"2026-04-06 10:59:30"
1385,2025-04-04,2025-12-13,0,20,Unstable,"2026-04-06 10:59:30"
1386,2025-04-04,2025-12-13,7,18,Limited,"2026-04-06 10:59:30"
1387,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1388,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1389,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
139,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1390,2025-04-04,2025-12-13,6,19,Unstable,"2026-04-06 10:59:30"
1391,2025-04-04,2025-12-13,1,8,Limited,"2026-04-06 10:59:30"
1392,2025-04-04,2025-12-13,0,3,Limited,"2026-04-06 10:59:30"
1393,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1394,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1395,2025-04-04,2025-12-13,0,9,Unstable,"2026-04-06 10:59:30"
1396,2025-04-04,2025-12-13,7,34,Unstable,"2026-04-06 10:59:30"
1397,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
1398,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1399,2025-04-04,2025-12-13,5,26,Unstable,"2026-04-06 10:59:30"
14,2025-04-04,2025-12-13,0,12,Unstable,"2026-04-06 10:59:30"
140,2025-04-04,2025-12-13,0,9,Unstable,"2026-04-06 10:59:30"
1400,2025-04-04,2025-12-13,0,17,Unstable,"2026-04-06 10:59:30"
1401,2025-04-04,2025-12-13,0,3,Limited,"2026-04-06 10:59:30"
1402,2025-04-04,2025-12-13,2,14,Unstable,"2026-04-06 10:59:30"
1403,2025-04-04,2025-12-13,0,8,Unstable,"2026-04-06 10:59:30"
1404,2025-04-04,2025-12-13,7,9,Stable,"2026-04-06 10:59:30"
1405,2025-04-04,2025-12-13,0,3,Limited,"2026-04-06 10:59:30"
1406,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1407,2025-04-04,2025-12-13,0,102,Unstable,"2026-04-06 10:59:30"
1408,2025-04-04,2025-12-13,0,7,Unstable,"2026-04-06 10:59:30"
1409,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
141,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1410,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1411,2025-04-04,2025-12-13,0,31,Unstable,"2026-04-06 10:59:30"
1412,2025-04-04,2025-12-13,0,70,Unstable,"2026-04-06 10:59:30"
1413,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1414,2025-04-04,2025-12-13,7,6,Stable,"2026-04-06 10:59:30"
1415,2025-04-04,2025-12-13,2,13,Unstable,"2026-04-06 10:59:30"
1416,2025-04-04,2025-12-13,5,25,Unstable,"2026-04-06 10:59:30"
1417,2025-04-04,2025-12-13,0,19,Unstable,"2026-04-06 10:59:30"
1418,2025-04-04,2025-12-13,7,31,Unstable,"2026-04-06 10:59:30"
1419,2025-04-04,2025-12-13,0,19,Unstable,"2026-04-06 10:59:30"
142,2025-04-04,2025-12-13,0,15,Unstable,"2026-04-06 10:59:30"
1420,2025-04-04,2025-12-13,0,26,Unstable,"2026-04-06 10:59:30"
1421,2025-04-04,2025-12-13,6,28,Unstable,"2026-04-06 10:59:30"
1422,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
1423,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1424,2025-04-04,2025-12-13,7,18,Limited,"2026-04-06 10:59:30"
1425,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1426,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1427,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1428,2025-04-04,2025-12-13,2,14,Unstable,"2026-04-06 10:59:30"
1429,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
143,2025-04-04,2025-12-13,2,56,Unstable,"2026-04-06 10:59:30"
1430,2025-04-04,2025-12-13,0,104,Unstable,"2026-04-06 10:59:30"
1431,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1432,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1433,2025-04-04,2025-12-13,0,3,Limited,"2026-04-06 10:59:30"
1434,2025-04-04,2025-12-13,0,104,Unstable,"2026-04-06 10:59:30"
1435,2025-04-04,2025-12-13,0,38,Unstable,"2026-04-06 10:59:30"
1436,2025-04-04,2025-12-13,5,42,Unstable,"2026-04-06 10:59:30"
1437,2025-04-04,2025-12-13,6,51,Unstable,"2026-04-06 10:59:30"
1438,2025-04-04,2025-12-13,1,10,Unstable,"2026-04-06 10:59:30"
1439,2025-04-04,2025-12-13,0,15,Unstable,"2026-04-06 10:59:30"
144,2025-04-04,2025-12-13,0,42,Unstable,"2026-04-06 10:59:30"
1440,2025-04-04,2025-12-13,0,35,Unstable,"2026-04-06 10:59:30"
1441,2025-04-04,2025-12-13,0,31,Unstable,"2026-04-06 10:59:30"
1442,2025-04-04,2025-12-13,7,56,Unstable,"2026-04-06 10:59:30"
1443,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1444,2025-04-04,2025-12-13,0,39,Unstable,"2026-04-06 10:59:30"
1445,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1446,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1447,2025-04-04,2025-12-13,1,7,Limited,"2026-04-06 10:59:30"
1448,2025-04-04,2025-12-13,0,37,Unstable,"2026-04-06 10:59:30"
1449,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
145,2025-04-04,2025-12-13,0,9,Unstable,"2026-04-06 10:59:30"
1450,2025-04-04,2025-12-13,0,29,Unstable,"2026-04-06 10:59:30"
1451,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1452,2025-04-04,2025-12-13,4,10,Limited,"2026-04-06 10:59:30"
1453,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
1454,2025-04-04,2025-12-13,2,18,Unstable,"2026-04-06 10:59:30"
1455,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1456,2025-04-04,2025-12-13,4,34,Unstable,"2026-04-06 10:59:30"
1457,2025-04-04,2025-12-13,1,10,Unstable,"2026-04-06 10:59:30"
1458,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1459,2025-04-04,2025-12-13,5,37,Unstable,"2026-04-06 10:59:30"
146,2025-04-04,2025-12-13,0,22,Unstable,"2026-04-06 10:59:30"
1460,2025-04-04,2025-12-13,4,30,Unstable,"2026-04-06 10:59:30"
1461,2025-04-04,2025-12-13,0,43,Unstable,"2026-04-06 10:59:30"
1462,2025-04-04,2025-12-13,0,8,Unstable,"2026-04-06 10:59:30"
1463,2025-04-04,2025-12-13,7,50,Unstable,"2026-04-06 10:59:30"
1464,2025-04-04,2025-12-13,0,45,Unstable,"2026-04-06 10:59:30"
1465,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1466,2025-04-04,2025-12-13,0,13,Unstable,"2026-04-06 10:59:30"
1467,2025-04-04,2025-12-13,0,37,Unstable,"2026-04-06 10:59:30"
1468,2025-04-04,2025-12-13,5,7,Limited,"2026-04-06 10:59:30"
1469,2025-04-04,2025-12-13,4,14,Limited,"2026-04-06 10:59:30"
147,2025-04-04,2025-12-13,0,33,Unstable,"2026-04-06 10:59:30"
1470,2025-04-04,2025-12-13,0,37,Unstable,"2026-04-06 10:59:30"
1471,2025-04-04,2025-12-13,7,60,Unstable,"2026-04-06 10:59:30"
1472,2025-04-04,2025-12-13,1,12,Unstable,"2026-04-06 10:59:30"
1473,2025-04-04,2025-12-13,1,10,Unstable,"2026-04-06 10:59:30"
1474,2025-04-04,2025-12-13,2,29,Unstable,"2026-04-06 10:59:30"
1475,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1476,2025-04-04,2025-12-13,0,30,Unstable,"2026-04-06 10:59:30"
1477,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1478,2025-04-04,2025-12-13,0,26,Unstable,"2026-04-06 10:59:30"
1479,2025-04-04,2025-12-13,0,32,Unstable,"2026-04-06 10:59:30"
148,2025-04-04,2025-12-13,0,34,Unstable,"2026-04-06 10:59:30"
1480,2025-04-04,2025-12-13,0,9,Unstable,"2026-04-06 10:59:30"
1481,2025-04-04,2025-12-13,0,43,Unstable,"2026-04-06 10:59:30"
1482,2025-04-04,2025-12-13,0,6,Limited,"2026-04-06 10:59:30"
1483,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1484,2025-04-04,2025-12-13,0,35,Unstable,"2026-04-06 10:59:30"
1485,2025-04-04,2025-12-13,0,9,Unstable,"2026-04-06 10:59:30"
1486,2025-04-04,2025-12-13,0,10,Unstable,"2026-04-06 10:59:30"
1487,2025-04-04,2025-12-13,6,10,Limited,"2026-04-06 10:59:30"
1488,2025-04-04,2025-12-13,0,29,Unstable,"2026-04-06 10:59:30"
1489,2025-04-04,2025-12-13,5,16,Limited,"2026-04-06 10:59:30"
149,2025-04-04,2025-12-13,5,40,Unstable,"2026-04-06 10:59:30"
1490,2025-04-04,2025-12-13,5,44,Unstable,"2026-04-06 10:59:30"
1491,2025-04-04,2025-12-13,6,42,Unstable,"2026-04-06 10:59:30"
1492,2025-04-04,2025-12-13,0,51,Unstable,"2026-04-06 10:59:30"
1493,2025-04-04,2025-12-13,0,30,Unstable,"2026-04-06 10:59:30"
1494,2025-04-04,2025-12-13,0,81,Unstable,"2026-04-06 10:59:30"
1495,2025-04-04,2025-12-13,7,50,Unstable,"2026-04-06 10:59:30"
1496,2025-04-04,2025-12-13,0,29,Unstable,"2026-04-06 10:59:30"
1497,2025-04-04,2025-12-13,0,24,Unstable,"2026-04-06 10:59:30"
1498,2025-04-04,2025-12-13,0,7,Unstable,"2026-04-06 10:59:30"
1499,2025-04-04,2025-12-13,0,44,Unstable,"2026-04-06 10:59:30"
15,2025-04-04,2025-12-13,0,3,Limited,"2026-04-06 10:59:30"
150,2025-04-04,2025-12-13,5,56,Unstable,"2026-04-06 10:59:30"
1500,2025-04-04,2025-12-13,7,59,Unstable,"2026-04-06 10:59:30"
1501,2025-04-04,2025-12-13,0,10,Unstable,"2026-04-06 10:59:30"
1502,2025-04-04,2025-12-13,6,16,Limited,"2026-04-06 10:59:30"
1503,2025-04-04,2025-12-13,0,42,Unstable,"2026-04-06 10:59:30"
1504,2025-04-04,2025-12-13,7,59,Unstable,"2026-04-06 10:59:30"
1505,2025-04-04,2025-12-13,0,20,Unstable,"2026-04-06 10:59:30"
1506,2025-04-04,2025-12-13,0,26,Unstable,"2026-04-06 10:59:30"
1507,2025-04-04,2025-12-13,2,23,Unstable,"2026-04-06 10:59:30"
1508,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1509,2025-04-04,2025-12-13,0,38,Unstable,"2026-04-06 10:59:30"
151,2025-04-04,2025-12-13,0,18,Unstable,"2026-04-06 10:59:30"
1510,2025-04-04,2025-12-13,0,5,Limited,"2026-04-06 10:59:30"
1511,2025-04-04,2025-12-13,5,45,Unstable,"2026-04-06 10:59:30"
1512,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1513,2025-04-04,2025-12-13,1,9,Unstable,"2026-04-06 10:59:30"
1514,2025-04-04,2025-12-13,0,8,Unstable,"2026-04-06 10:59:30"
1515,2025-04-04,2025-12-13,0,22,Unstable,"2026-04-06 10:59:30"
1516,2025-04-04,2025-12-13,4,31,Unstable,"2026-04-06 10:59:30"
1517,2025-04-04,2025-12-13,2,16,Unstable,"2026-04-06 10:59:30"
1518,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1519,2025-04-04,2025-12-13,5,26,Unstable,"2026-04-06 10:59:30"
152,2025-04-04,2025-12-13,5,23,Unstable,"2026-04-06 10:59:30"
1520,2025-04-04,2025-12-13,0,9,Unstable,"2026-04-06 10:59:30"
1521,2025-04-04,2025-12-13,7,58,Unstable,"2026-04-06 10:59:30"
1522,2025-04-04,2025-12-13,0,38,Unstable,"2026-04-06 10:59:30"
1523,2025-04-04,2025-12-13,0,45,Unstable,"2026-04-06 10:59:30"
1524,2025-04-04,2025-12-13,0,23,Unstable,"2026-04-06 10:59:30"
1525,2025-04-04,2025-12-13,0,12,Unstable,"2026-04-06 10:59:30"
1526,2025-04-04,2025-12-13,0,30,Unstable,"2026-04-06 10:59:30"
1527,2025-04-04,2025-12-13,0,7,Unstable,"2026-04-06 10:59:30"
1528,2025-04-04,2025-12-13,1,20,Unstable,"2026-04-06 10:59:30"
1529,2025-04-04,2025-12-13,1,17,Unstable,"2026-04-06 10:59:30"
153,2025-04-04,2025-12-13,0,67,Unstable,"2026-04-06 10:59:30"
1530,2025-04-04,2025-12-13,0,10,Unstable,"2026-04-06 10:59:30"
1531,2025-04-04,2025-12-13,0,1,Limited,"2026-04-06 10:59:30"
1532,2025-04-04,2025-12-13,0,3,Limited,"2026-04-06 10:59:30"
1533,2025-04-04,2025-12-13,0,19,Unstable,"2026-04-06 10:59:30"
1534,2025-04-04,2025-12-13,0,7,Unstable,"2026-04-06 10:59:30"
1535,2025-04-04,2025-12-13,0,41,Unstable,"2026-04-06 10:59:30"
1536,2025-04-04,2025-12-13,0,12,Unstable,"2026-04-06 10:59:30"
1537,2025-04-04,2025-12-13,0,8,Unstable,"2026-04-06 10:59:30"
1538,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1539,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
154,2025-04-04,2025-12-13,3,74,Unstable,"2026-04-06 10:59:30"
1540,2025-04-04,2025-12-13,0,35,Unstable,"2026-04-06 10:59:30"
1541,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1542,2025-04-04,2025-12-13,2,17,Unstable,"2026-04-06 10:59:30"
1543,2025-04-04,2025-12-13,2,31,Unstable,"2026-04-06 10:59:30"
1544,2025-04-04,2025-12-13,5,23,Unstable,"2026-04-06 10:59:30"
1545,2025-04-04,2025-12-13,5,18,Unstable,"2026-04-06 10:59:30"
1546,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1547,2025-04-04,2025-12-13,5,39,Unstable,"2026-04-06 10:59:30"
1548,2025-04-04,2025-12-13,0,34,Unstable,"2026-04-06 10:59:30"
1549,2025-04-04,2025-12-13,7,86,Unstable,"2026-04-06 10:59:30"
155,2025-04-04,2025-12-13,1,71,Unstable,"2026-04-06 10:59:30"
1550,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1551,2025-04-04,2025-12-13,0,41,Unstable,"2026-04-06 10:59:30"
1552,2025-04-04,2025-12-13,0,74,Unstable,"2026-04-06 10:59:30"
1553,2025-04-04,2025-12-13,5,81,Unstable,"2026-04-06 10:59:30"
1554,2025-04-04,2025-12-13,1,0,Limited,"2026-04-06 10:59:30"
1555,2025-04-04,2025-12-13,0,11,Unstable,"2026-04-06 10:59:30"
1556,2025-04-04,2025-12-13,1,16,Unstable,"2026-04-06 10:59:30"
1557,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
1558,2025-04-04,2025-12-13,0,35,Unstable,"2026-04-06 10:59:30"
1559,2025-04-04,2025-12-13,2,34,Unstable,"2026-04-06 10:59:30"
156,2025-04-04,2025-12-13,7,9,Stable,"2026-04-06 10:59:30"
1560,2025-04-04,2025-12-13,0,37,Unstable,"2026-04-06 10:59:30"
1561,2025-04-04,2025-12-13,1,16,Unstable,"2026-04-06 10:59:30"
1562,2025-04-04,2025-12-13,0,16,Unstable,"2026-04-06 10:59:30"
1563,2025-04-04,2025-12-13,3,2,Stable,"2026-04-06 10:59:30"
1564,2025-04-04,2025-12-13,1,18,Unstable,"2026-04-06 10:59:30"
1565,2025-04-04,2025-12-13,0,21,Unstable,"2026-04-06 10:59:30"
1566,2025-04-04,2025-12-13,7,52,Unstable,"2026-04-06 10:59:30"
1567,2025-04-04,2025-12-13,2,3,Limited,"2026-04-06 10:59:30"
1568,2025-04-04,2025-12-13,1,21,Unstable,"2026-04-06 10:59:30"
1569,2025-04-04,2025-12-13,6,97,Unstable,"2026-04-06 10:59:30"
157,2025-04-04,2025-12-13,2,10,Limited,"2026-04-06 10:59:30"
1570,2025-04-04,2025-12-13,0,90,Unstable,"2026-04-06 10:59:30"
1571,2025-04-04,2025-12-13,7,111,Unstable,"2026-04-06 10:59:30"
1572,2025-04-04,2025-12-13,2,75,Unstable,"2026-04-06 10:59:30"
1573,2025-04-04,2025-12-13,0,111,Unstable,"2026-04-06 10:59:30"
1574,2025-04-04,2025-12-13,0,48,Unstable,"2026-04-06 10:59:30"
1575,2025-04-04,2025-12-13,4,65,Unstable,"2026-04-06 10:59:30"
1576,2025-04-04,2025-12-13,0,58,Unstable,"2026-04-06 10:59:30"
1577,2025-04-04,2025-12-13,4,5,Limited,"2026-04-06 10:59:30"
1578,2025-04-04,2025-12-13,2,2,Limited,"2026-04-06 10:59:30"
1579,2025-04-04,2025-12-13,2,3,Limited,"2026-04-06 10:59:30"
158,2025-04-04,2025-12-13,0,9,Unstable,"2026-04-06 10:59:30"
1580,2025-04-04,2025-12-13,2,2,Limited,"2026-04-06 10:59:30"
1581,2025-04-04,2025-12-13,4,17,Unstable,"2026-04-06 10:59:30"
1582,2025-04-04,2025-12-13,5,75,Unstable,"2026-04-06 10:59:30"
1583,2025-04-04,2025-12-13,0,40,Unstable,"2026-04-06 10:59:30"
1584,2025-04-04,2025-12-13,0,23,Unstable,"2026-04-06 10:59:30"
1585,2025-04-04,2025-12-13,0,62,Unstable,"2026-04-06 10:59:30"
1586,2025-04-04,2025-12-13,0,43,Unstable,"2026-04-06 10:59:30"
1587,2025-04-04,2025-12-13,5,76,Unstable,"2026-04-06 10:59:30"
1588,2025-04-04,2025-12-13,1,14,Unstable,"2026-04-06 10:59:30"
1589,2025-04-04,2025-12-13,1,15,Unstable,"2026-04-06 10:59:30"
159,2025-04-04,2025-12-13,0,1,Limited,"2026-04-06 10:59:30"
1590,2025-04-04,2025-12-13,1,19,Unstable,"2026-04-06 10:59:30"
1591,2025-04-04,2025-12-13,0,18,Unstable,"2026-04-06 10:59:30"
1592,2025-04-04,2025-12-13,5,48,Unstable,"2026-04-06 10:59:30"
1593,2025-04-04,2025-12-13,0,2,Limited,"2026-04-06 10:59:30"
1594,2025-04-04,2025-12-13,5,50,Unstable,"2026-04-06 10:59:30"
1595,2025-04-04,2025-12-13,0,1,Limited,"2026-04-06 10:59:30"
1596,2025-04-04,2025-12-13,0,1,Limited,"2026-04-06 10:59:30"
1597,2025-04-04,2025-12-13,0,1,Limited,"2026-04-06 10:59:30"
1598,2025-04-04,2025-12-13,2,7,Limited,"2026-04-06 10:59:30"
1599,2025-04-04,2025-12-13,5,11,Limited,"2026-04-06 10:59:30"
16,2025-04-04,2025-12-13,2,14,Unstable,"2026-04-06 10:59:30"
160,2025-04-04,2025-12-13,2,9,Limited,"2026-04-06 10:59:30"
1600,2025-04-04,2025-12-13,6,65,Unstable,"2026-04-06 10:59:30"
1601,2025-04-04,2025-12-13,1,5,Limited,"2026-04-06 10:59:30"
1602,2025-04-04,2025-12-13,2,6,Limited,"2026-04-06 10:59:30"
1603,2025-04-04,2025-12-13,5,7,Limited,"2026-04-06 10:59:30"
1604,2025-04-04,2025-12-13,1,6,Limited,"2026-04-06 10:59:30"
1605,2025-04-04,2025-12-13,4,8,Limited,"2026-04-06 10:59:30"
1606,2025-04-04,2025-12-13,0,4,Limited,"2026-04-06 10:59:30"
1607,2025-04-04,2025-12-13,0,10,Unstable,"2026-04-06 10:59:30"
